sch_no,time_as,time_pe,gender,income,d_edu1,m_edu1,w_1,w_2,Y
111208,2,11,0,8,1,1,4.68,37.518,3
111208,0,15,0,8,1,1,4.68,37.518,3
111208,0,24,0,8,1,1,4.68,37.518,3
111208,0,15,0,8,1,1,4.68,37.518,3
111208,0,13,0,6,1,1,4.68,37.518,1
111208,0,4,0,5,1,1,4.68,37.518,1
111208,6,0,0,8,1,1,4.68,37.518,2
111208,0,20,0,8,0,1,4.68,37.518,1
111208,0,13,0,8,1,1,4.68,37.518,3
111208,2,18,0,8,0,0,4.68,37.518,1
111208,0,24,0,4,1,1,4.68,37.518,1
111208,0,20,0,7,1,1,4.68,37.518,1
111208,0,8,0,8,1,1,4.68,37.518,3
111208,2,0,0,3,0,0,4.68,37.518,1
111208,0,12,0,8,1,1,4.68,37.518,1
111208,2,12,0,8,1,1,4.68,37.518,2
111208,2,17,0,6,1,1,4.68,37.518,2
111208,0,20,0,3,0,0,4.68,37.518,2
111208,0,12,0,8,1,1,4.68,37.518,1
111208,2,6,0,4,1,1,4.68,37.518,3
111208,0,20,0,2,1,1,4.68,37.518,2
111208,0,12,0,8,1,1,4.68,37.518,3
111208,0,13,0,6,1,1,4.68,37.518,3
111208,0,17,0,4,1,0,4.68,37.518,1
111208,0,16,0,8,0,0,4.68,37.518,1
111208,2,10,0,7,1,1,4.68,37.518,2
111208,0,18,0,8,1,1,4.68,37.518,3
111208,2,20,0,4,0,0,4.68,37.518,2
111208,0,12,0,4,0,0,4.68,37.518,1
111208,2,10,0,7,1,1,4.68,37.518,3
111208,2,10,0,8,1,1,4.68,37.518,2
111208,2,20,0,8,1,1,4.68,37.518,2
111208,2,0,0,2,1,1,4.68,37.518,2
112201,0,12,0,3,0,0,4.68,45.28034483,3
112201,0,0,0,1,0,0,4.68,45.28034483,1
112201,0,12,0,3,0,0,4.68,45.28034483,2
112201,0,6,0,2,0,0,4.68,45.28034483,3
112201,0,0,0,1,0,0,4.68,45.28034483,1
112201,0,15,0,5,0,0,4.68,45.28034483,2
112201,0,20,0,4,0,0,4.68,45.28034483,2
112201,0,0,0,2,0,0,4.68,45.28034483,1
112201,1,3,0,8,1,1,4.68,45.28034483,3
112201,3,6,0,6,0,0,4.68,45.28034483,2
112201,0,12,0,5,1,1,4.68,45.28034483,3
112201,4,0,0,5,0,0,4.68,45.28034483,1
112201,5,0,0,2,1,0,4.68,45.28034483,2
112201,0,8,0,5,1,0,4.68,45.28034483,1
112201,0,15,0,4,0,0,4.68,45.28034483,3
112201,0,13,0,4,1,1,4.68,45.28034483,3
112201,0,2,0,2,0,0,4.68,45.28034483,1
112201,5,0,0,5,1,0,4.68,45.28034483,3
112201,0,15,0,6,1,1,4.68,45.28034483,2
112201,0,0,0,6,0,0,4.68,45.28034483,2
112201,0,16,0,4,0,1,4.68,45.28034483,2
112201,0,12,0,8,1,1,4.68,45.28034483,3
112201,0,15,0,4,0,0,4.68,45.28034483,1
112201,0,0,0,2,0,0,4.68,45.28034483,2
112201,0,0,0,2,0,0,4.68,45.28034483,1
112201,0,12,0,6,1,1,4.68,45.28034483,3
112201,0,0,0,2,1,0,4.68,45.28034483,1
112201,3,0,0,6,1,1,4.68,45.28034483,1
112201,0,4,0,1,0,0,4.68,45.28034483,1
112203,2,16,1,4,0,0,4.68,46.8975,2
112203,0,0,1,3,0,0,4.68,46.8975,3
112203,0,0,1,3,0,0,4.68,46.8975,1
112203,0,1,1,2,1,1,4.68,46.8975,2
112203,3,7,1,6,0,0,4.68,46.8975,1
112203,0,14,1,3,1,1,4.68,46.8975,2
112203,0,21,1,8,1,1,4.68,46.8975,1
112203,0,17,1,4,0,0,4.68,46.8975,1
112203,0,16,1,2,0,0,4.68,46.8975,1
112203,5,1,1,8,1,1,4.68,46.8975,2
112203,0,15,1,2,0,0,4.68,46.8975,3
112203,5,0,1,2,1,1,4.68,46.8975,1
112203,0,20,1,5,1,1,4.68,46.8975,2
112203,0,6,1,6,1,0,4.68,46.8975,3
112203,0,15,1,5,1,0,4.68,46.8975,2
112203,0,0,1,4,1,1,4.68,46.8975,1
112203,2,20,1,3,1,1,4.68,46.8975,1
112203,0,14,1,5,0,0,4.68,46.8975,2
112203,0,12,1,3,1,1,4.68,46.8975,3
112203,0,20,1,6,1,0,4.68,46.8975,1
112203,2,1,1,3,1,0,4.68,46.8975,2
112203,0,6,1,7,1,0,4.68,46.8975,3
112203,2,0,1,2,0,0,4.68,46.8975,1
112203,0,14,1,3,1,0,4.68,46.8975,2
112203,0,5,1,3,0,0,4.68,46.8975,3
112203,0,20,1,2,1,1,4.68,46.8975,3
112203,0,26,1,5,0,0,4.68,46.8975,1
112203,10,0,1,5,0,0,4.68,46.8975,3
112204,0,0,1,2,1,0,4.68,45.28034483,1
112204,0,4,1,2,0,0,4.68,45.28034483,1
112204,0,7,1,4,1,0,4.68,45.28034483,2
112204,0,20,1,5,1,1,4.68,45.28034483,3
112204,0,0,1,4,1,1,4.68,45.28034483,1
112204,15,0,1,2,0,0,4.68,45.28034483,1
112204,0,5,1,4,1,1,4.68,45.28034483,3
112204,0,7,1,5,1,1,4.68,45.28034483,3
112204,0,0,1,4,0,0,4.68,45.28034483,1
112204,0,1,1,6,1,1,4.68,45.28034483,2
112204,0,7,1,7,1,1,4.68,45.28034483,3
112204,0,0,1,7,1,1,4.68,45.28034483,2
112204,0,22,1,3,1,0,4.68,45.28034483,2
112204,0,21,1,5,0,0,4.68,45.28034483,2
112204,0,1,1,4,0,1,4.68,45.28034483,3
112204,0,15,1,3,1,0,4.68,45.28034483,3
112204,0,8,1,5,1,1,4.68,45.28034483,2
112204,0,0,1,4,0,0,4.68,45.28034483,3
112204,0,0,1,6,0,1,4.68,45.28034483,1
112204,0,0,1,2,0,0,4.68,45.28034483,1
112204,5,12,1,5,1,1,4.68,45.28034483,3
112204,0,10,1,5,1,1,4.68,45.28034483,2
112204,4,5,1,8,1,1,4.68,45.28034483,3
112204,8,0,1,1,0,0,4.68,45.28034483,1
112204,0,2,1,4,1,1,4.68,45.28034483,3
112204,0,0,1,2,0,0,4.68,45.28034483,1
112204,2,10,1,3,0,1,4.68,45.28034483,3
112204,0,3,1,4,1,0,4.68,45.28034483,1
112204,2,0,1,2,1,1,4.68,45.28034483,1
112205,0,6,0,2,1,0,4.68,43.771,2
112205,5,10,0,6,1,1,4.68,43.771,3
112205,0,0,0,7,0,1,4.68,43.771,1
112205,0,15,0,4,1,0,4.68,43.771,1
112205,0,2,0,4,1,1,4.68,43.771,2
112205,0,20,0,8,1,1,4.68,43.771,1
112205,0,0,0,2,0,0,4.68,43.771,1
112205,0,4,0,5,1,0,4.68,43.771,3
112205,0,13,0,5,1,1,4.68,43.771,3
112205,0,16,0,8,1,1,4.68,43.771,3
112205,5,6,0,5,0,0,4.68,43.771,3
112205,0,0,0,4,1,1,4.68,43.771,2
112205,0,6,0,8,1,1,4.68,43.771,3
112205,0,1,0,4,0,0,4.68,43.771,1
112205,0,24,0,7,0,0,4.68,43.771,1
112205,0,4,0,2,1,0,4.68,43.771,3
112205,0,12,0,8,1,0,4.68,43.771,2
112205,0,23,0,4,1,1,4.68,43.771,1
112205,6,6,0,5,1,1,4.68,43.771,1
112205,0,14,0,5,1,1,4.68,43.771,2
112205,0,0,0,2,1,1,4.68,43.771,2
112205,0,10,0,2,0,0,4.68,43.771,1
112205,0,16,0,5,0,0,4.68,43.771,1
112205,0,0,0,2,0,0,4.68,43.771,1
112205,0,0,0,4,1,0,4.68,43.771,2
112205,0,2,0,4,1,0,4.68,43.771,1
112205,0,25,0,8,1,0,4.68,43.771,3
112205,0,0,0,5,1,1,4.68,43.771,3
112205,0,5,0,6,0,0,4.68,43.771,2
112205,0,0,0,2,1,1,4.68,43.771,2
112209,0,20,0,5,0,0,4.68,50.505,1
112209,6,12,0,8,1,1,4.68,50.505,3
112209,0,8,1,4,0,0,4.68,50.505,2
112209,8,0,0,3,1,0,4.68,50.505,1
112209,0,2,0,4,0,0,4.68,50.505,1
112209,0,3,1,5,1,1,4.68,50.505,2
112209,0,0,0,2,0,0,4.68,50.505,1
112209,10,0,0,3,0,0,4.68,50.505,2
112209,0,4,1,3,0,0,4.68,50.505,1
112209,0,15,0,4,1,1,4.68,50.505,3
112209,8,0,0,2,0,0,4.68,50.505,1
112209,8,6,0,3,0,1,4.68,50.505,1
112209,0,0,1,3,0,0,4.68,50.505,1
112209,14,0,0,4,0,0,4.68,50.505,3
112209,1,4,1,3,0,0,4.68,50.505,2
112209,8,6,1,3,1,0,4.68,50.505,1
112209,1,12,1,4,0,0,4.68,50.505,3
112209,8,0,0,4,0,0,4.68,50.505,1
112209,0,0,0,2,0,0,4.68,50.505,2
112209,8,0,1,2,0,0,4.68,50.505,2
112209,0,0,0,3,0,1,4.68,50.505,1
112209,10,0,1,2,0,0,4.68,50.505,3
112209,0,3,0,5,1,1,4.68,50.505,1
112209,8,20,1,2,0,0,4.68,50.505,2
