"","TruePara","HT","GREG","Ridge","Ridge_MC","Lasso","Lasso_MC","Lasso_Ridge","SCAD","SCAD_MC","SCAD_Ridge","Oracle"
"1",235062.535253937,231777.236647431,236230.105007407,236100.599128975,236160.622795811,236227.793304037,236230.920434464,236228.958103257,236228.958189318,236230.004698904,236229.557387177,236380.170138491
"2",235710.263510246,236747.715201502,235819.764564897,235835.853449547,235825.661460702,235820.316737531,235819.374507544,235817.13680747,235823.048524877,235822.426791514,235819.759711389,235555.653698029
"3",235478.638235642,236949.678816051,236339.987813541,236459.085351696,236456.448897389,236340.062318947,236339.632757862,236340.740632503,236339.561756441,236339.373802861,236340.417402477,236001.646247532
"4",235418.156445723,234523.227675297,236461.843409228,236374.223857139,236399.602522461,236456.011418542,236455.414193154,236456.71979567,236461.43648469,236460.009059956,236461.837965824,235749.349158044
"5",235195.298930595,235702.553770802,234994.65619182,235000.699154775,234993.579463027,234990.233627288,234989.923092193,234984.945631959,234999.945280213,234999.956198832,234994.447211049,234540.029523924
"6",235222.133888682,235208.522948924,234576.200522451,234412.325666427,234411.757620149,234571.002731429,234570.683512733,234569.659026733,234577.599615807,234577.560778894,234576.305877391,234141.366433907
"7",234594.045357644,233670.173865817,235701.222272612,235649.42147884,235668.437332576,235701.784575043,235702.723278219,235701.364112946,235701.632634843,235701.749896785,235700.902770542,235704.822076082
"8",234915.681409086,235106.315324692,236261.758312757,236193.120052409,236211.569324503,236260.691672996,236261.32204217,236259.722273584,236262.760083971,236262.948634414,236261.970697312,235991.154456587
"9",235466.539361619,238710.438113562,236177.00604135,236162.245727122,236124.420608891,236175.44073109,236174.993819491,236176.776289885,236175.285959821,236175.819790828,236177.164813391,236365.287121375
"10",234921.870000985,236417.708215133,235170.180756258,235172.234770289,235148.473489232,235172.307592837,235171.497542751,235171.616130704,235170.933155048,235170.643962896,235170.242699996,235148.076347746
"11",235499.999242551,236012.112590192,236182.223204764,236036.579756434,236037.042794824,236172.00450606,236172.084070728,236172.014941968,236182.174086784,236182.181891389,236182.226725934,235635.838853999
"12",234998.851184102,233901.511049812,235745.198320931,235680.529114836,235692.700667414,235739.152597016,235740.355521298,235739.350976433,235744.999714507,235745.377540449,235744.772020881,234982.136258338
"13",235202.304382543,232929.290852282,236371.197658925,236135.69035048,236154.031495753,236369.845312576,236372.52286973,236366.151483726,236374.976042572,236376.251740937,236371.120220873,235889.962867595
"14",234744.298542774,233414.077723217,235622.58257018,235502.537827075,235551.33841702,235613.66281154,235616.102690743,235611.189270355,235621.532039071,235621.920607152,235622.187163067,235224.016431025
"15",236002.9133473,236386.237572186,237190.647196702,237216.834718184,237238.223556413,237191.162637803,237192.107515883,237189.454900064,237191.133240433,237191.07371103,237190.723839276,236558.919598716
"16",234608.187168656,234703.212442452,235275.456257787,235204.479234894,235209.500323409,235266.645650858,235266.897731089,235266.742484097,235275.31494961,235275.321633836,235275.547433907,234646.754408304
"17",234825.220061284,236200.764384994,235223.435485255,235212.8319162,235212.023989166,235218.242477873,235217.685681358,235219.698023021,235221.776208968,235221.65409848,235223.581554184,234772.917044834
