"","TruePara","HT","GREG","Ridge","Ridge_MC","Lasso","Lasso_MC","Lasso_Ridge","SCAD","SCAD_MC","SCAD_Ridge","Oracle"
"18",234821.317983363,236502.091030155,235619.444850624,235584.430907415,235572.644232033,235617.346501338,235616.872788341,235616.10481287,235620.663767559,235620.535575986,235619.459793125,235046.146550382
"19",235354.305112011,235940.836005482,236591.038500232,236443.068336994,236445.003905215,236588.193241827,236588.476657132,236587.233648737,236591.999841533,236592.006531741,236591.054358754,236058.083085191
"20",234827.06251497,235107.835850969,235307.046819322,235234.433029514,235236.516412017,235301.795485242,235301.851232843,235301.937057117,235306.886998864,235306.862588113,235307.099889055,234960.404225065
"21",234986.022184006,234404.758306165,235103.312588656,235142.2813887,235145.578577552,235098.576668291,235099.310794143,235096.938263953,235104.438676869,235104.911804767,235102.694539686,234831.058161772
"22",234663.15980853,231999.564078085,234920.14715641,234948.160578112,234992.765049797,234919.785797469,234920.268857525,234917.755684054,234922.126123563,234921.299170393,234920.132742636,234713.410038672
"23",235371.53001947,235995.825312428,236165.188112749,236143.719267333,236145.511754189,236163.806636403,236163.839720541,236163.455026103,236165.516607258,236165.494766075,236165.148382954,235226.745856042
"24",234981.143373924,231203.78885973,236110.326973678,235897.060390861,235919.916618713,236105.551333545,236107.66939688,236103.325634078,236112.518496286,236112.556772489,236110.272136097,235352.165945298
"25",235565.358257136,234105.230294396,235618.239942162,235631.475994154,235649.100535938,235611.767700637,235612.815801859,235613.401731193,235616.079378468,235616.47082226,235618.474435021,235084.073935776
"26",235412.084267168,240297.220991159,235529.62412455,235701.629550657,235658.076579417,235528.355326285,235527.509059435,235531.475603847,235526.290544746,235527.389299732,235530.438734078,235747.647116831
"27",235104.294349191,239636.571083901,235943.213290962,235934.96279948,235893.310650085,235942.440916899,235940.480959973,235940.901377089,235944.831293579,235944.181864588,235944.528405068,235626.72019494
"28",234466.56308478,228739.276813647,234349.269396685,234296.801808534,234391.859563282,234345.506706824,234348.633165259,234346.906566315,234348.205671431,234349.14776362,234349.554645678,234340.296273953
"29",235374.852516683,232946.772886647,235781.326728855,235696.789586671,235699.932357249,235776.825428831,235777.585650832,235776.492372315,235781.649423327,235781.427727969,235780.723692311,235463.763063717
"30",234764.597919147,233626.17110505,236545.046868263,236431.531432314,236417.461897999,236538.2946573,236539.130864219,236536.160977131,236547.240314322,236546.867724321,236544.930397652,235766.253820566
"31",235200.911986005,236645.362775293,235536.154454834,235589.63206207,235569.413097577,235537.064991717,235536.460072469,235536.564515991,235536.648512751,235536.488266303,235536.457158533,235688.542452081
"32",235149.948036871,239535.397269108,235594.133921859,235496.725806221,235462.639417163,235587.669919384,235586.359433572,235588.812020844,235592.968386878,235593.27174399,235594.157339909,235113.453392459
"33",234558.311882949,232055.433005295,235761.711310529,235375.201822207,235380.890718296,235756.042353465,235758.425369594,235746.262097679,235771.6672596,235773.013170059,235761.975363694,234952.327830207
"34",234798.629330307,233113.732004939,235733.242956597,235716.280928116,235739.7462322,235728.218594082,235729.974436844,235728.571491265,235732.1367831,235732.891088609,235732.207697688,235480.744053795
"35",235712.791590665,239565.777494182,236097.164895697,236114.48356047,236073.884481661,236104.195567735,236101.615925151,236098.225903794,236102.797734911,236101.749152293,236097.271024455,236010.074567221
"36",234792.37866629,240435.510982773,236355.55159562,236392.296906002,236295.606026821,236345.24252902,236344.013057613,236347.836364502,236351.410062383,236352.469461999,236354.950435898,235577.288338074
"37",234807.199112766,235405.729606294,236048.203512388,235991.799534677,235998.39353675,236034.413675638,236034.875637478,236036.42464646,236046.137833066,236046.350092907,236048.117927217,235290.740316665
"38",235066.459819676,229404.274920821,236787.610895209,236628.969280669,236738.279094348,236785.784903275,236787.623556832,236782.102240502,236790.76495308,236790.090781069,236787.14943254,235831.020692897
"39",235564.522250635,237245.233489832,235587.418882212,235560.714787233,235529.939533293,235587.786231131,235587.078841403,235586.982561803,235588.47078471,235588.377509547,235587.635223231,235678.048183858
"40",234842.93479943,234052.409638424,235037.7130763,234990.796689863,235003.174790702,235038.234335891,235038.79416503,235032.411620364,235043.652552383,235043.858566059,235037.715119381,234729.358139464
"41",235137.205035281,236150.860374614,236327.054030039,236373.448466308,236377.608339105,236322.21045126,236322.267177036,236322.825759858,236326.426230452,236326.40535672,236327.054004833,235621.009067384
"42",234680.467905931,234899.772378554,235768.57623007,235694.795103526,235705.219726139,235765.961345194,235766.217041118,235765.255341645,235769.277746809,235769.20191449,235768.579280486,235388.491151157
"43",234780.242420583,230509.644859332,235608.040102979,235495.83104061,235583.29911547,235611.064485685,235613.852958191,235611.478692676,235607.694462092,235608.429689096,235608.642662066,235711.707148534
"44",235541.214128371,234766.719716198,234909.523455823,234966.661369189,234970.525576026,234909.747228379,234909.797095751,234909.970071758,234909.297481064,234909.27776301,234909.413670665,234984.977749367
"45",235440.387946533,231411.000500008,235942.879711949,235658.867622033,235679.404425591,235935.530771445,235936.668589264,235935.013458591,235943.302775744,235942.771697626,235942.700289055,235545.200074481
"46",235652.494340583,241482.646813302,235908.97270439,235993.470139248,235929.368506608,235913.61675161,235911.040348787,235912.459241571,235910.165876369,235909.750729782,235908.750328927,235893.75164162
"47",234458.167890415,229823.07367454,234768.647189355,234557.388316155,234695.898486542,234752.49001412,234758.430993662,234754.365880255,234766.759342043,234767.428698712,234767.655339579,234088.198641982
"48",234322.597408292,230316.216205699,235181.038998445,235191.446167122,235234.575807807,235177.748640631,235180.063970756,235177.501801139,235181.320375815,235181.672122915,235180.61891566,234867.338148771
"49",234873.912926133,231826.068264103,236093.030235416,235977.588383467,236058.101252555,236088.332770635,236090.745824431,236089.254796489,236092.087256259,236092.774392601,236093.012020207,235696.67175473
"50",235194.148015581,237144.040697273,235697.293313326,235336.121731372,235326.045351556,235681.501907291,235681.245095106,235686.9123406,235691.694720498,235691.967863553,235697.263739761,235203.995948588
"51",235417.796984611,230470.522936921,236418.480717364,236268.819885312,236351.840752461,236407.320370469,236407.245949761,236410.264053427,236415.586223008,236413.594775463,236418.491808991,236367.042039156
"52",235779.026148136,236085.972539765,235676.541613317,235632.913118046,235624.238403855,235675.415403795,235675.275957191,235675.887835726,235676.296015942,235676.283261556,235676.995702606,235549.49446233
"53",234914.630988938,235569.153019474,235572.9563088,235499.303506041,235498.416742174,235566.318375526,235566.317412702,235566.678284448,235572.450580052,235572.4504868,235572.476261662,235380.302361433
"54",235436.422666186,239468.16124161,236282.065379111,236265.602332088,236243.303024894,236286.696945596,236284.620663754,236280.97750238,236287.861964211,236287.195325921,236281.913866122,236018.916861431
"55",235521.693193662,236717.337791894,236771.434004772,236688.515305541,236688.231918892,236773.300664602,236773.324226734,236771.241048511,236773.666765657,236773.672246029,236772.185163949,236663.678377801
"56",234744.380265677,238447.874797942,235640.234236842,235646.786725456,235631.125091535,235639.819791427,235638.828361584,235638.902423469,235640.714541537,235640.6145695,235639.595012786,235430.708784292
"57",234791.04690177,232351.222763229,235363.083306323,235197.878130929,235248.006980419,235352.224273818,235353.801293243,235352.891704942,235362.454561838,235362.854296081,235362.289604355,234953.917681688
"58",233935.851952692,235264.945945108,234766.405262127,234720.446570274,234712.485893705,234760.432322154,234760.102016994,234759.508701278,234767.614802954,234767.513522375,234766.3898538,234322.81255871
"59",234948.645415299,232501.556286224,236259.481535862,236063.304023337,236087.905125625,236251.805161681,236253.596194342,236252.79493783,236258.410654953,236258.73039376,236260.137462982,235552.756309455
"60",234774.860514617,235853.872511479,235542.992783623,235470.735661076,235462.698090731,235542.845053328,235542.689659628,235543.740159482,235542.054461948,235542.002404038,235542.571028325,235856.291804529
"61",233925.187429099,235782.909946631,234295.945529711,234373.536594602,234351.651073829,234299.117166528,234299.069353232,234299.390684216,234295.425078666,234296.002960527,234295.938450049,234318.186703057
"62",235659.115320397,238891.608674276,235592.042926998,235697.876171436,235647.342286719,235591.95302307,235590.621563945,235591.872122177,235592.10452519,235592.03678861,235592.275872458,235337.202002696
"63",234337.991182911,234294.618213813,235085.248838831,235020.17736424,235033.295653179,235080.203140785,235080.618365986,235080.192595527,235085.343335592,235085.432606822,235085.460064094,234412.635893266
"64",235117.00942694,234459.097343901,236663.225319088,236520.661327308,236542.132235802,236655.706563378,236657.083590733,236658.452950559,236660.474154546,236661.050073085,236663.303246001,236312.069759044
"65",234930.879414465,234798.459675608,236324.101539364,236293.286228329,236310.549847735,236321.327524798,236322.125223021,236320.813038726,236324.760283598,236324.883871782,236324.18117219,235786.001915322
"66",235348.633734634,233154.928074841,235463.823893852,235349.762016802,235379.799738655,235459.774640875,235460.280396498,235458.092628674,235465.717406766,235465.396794219,235464.002446179,235183.395200664
"67",235028.670291183,231553.741561814,235090.906058374,235073.952253582,235105.377714395,235080.138717925,235082.709511183,235080.394628183,235090.523600758,235091.41550509,235089.500533982,234666.995431859
"68",234446.234498203,232398.867772978,234665.583867408,234632.110045236,234666.365975173,234662.892994684,234663.4831705,234664.117705436,234664.243918106,234664.032397792,234665.375728529,234643.813096726
"69",234593.981762184,237109.283713343,234931.568361745,234809.809034461,234788.046824487,234932.938259631,234931.194328727,234931.108219392,234933.451115606,234933.007918217,234932.14412594,234816.522009524
"70",234889.040903493,232810.553621423,237306.03883056,237145.279377618,237205.727130921,237297.659448552,237300.786079689,237298.90686158,237304.774187196,237305.587106496,237306.052492273,236588.64901627
"71",234816.375639625,234329.954891466,235018.6650946,235012.357913019,235012.576360722,235017.968074543,235018.445378511,235017.977824799,235018.649798661,235018.801826568,235018.670406603,234728.368656429
"72",234831.838132706,233215.570265653,234857.309435944,234823.171963659,234849.897168875,234845.49892843,234846.757391537,234851.616602399,234851.760406433,234852.37741267,234857.450072172,234809.086196943
"73",234640.742406889,232309.373924479,236067.299225909,236008.044951807,236081.542700044,236062.606911016,236064.876221587,236062.17924894,236067.734778601,236068.458615936,236067.269981608,235598.019485816
"74",234532.640608708,238158.831879796,234452.024333939,234581.664951799,234546.26858567,234455.217808418,234456.047517013,234458.450892824,234448.720950707,234450.666892854,234452.401826085,234437.092419025
"75",235215.384177229,234945.397368887,235870.913693199,235713.093330507,235720.24071318,235859.59295594,235859.958061136,235859.982693747,235870.345306187,235870.374854309,235870.860198477,234739.779868421
"76",235074.28283574,232191.973205443,234617.431242665,234612.334286695,234661.74020886,234619.313980589,234620.4056438,234619.474977668,234617.278790292,234617.459863038,234617.435642119,234650.22764235
"77",234370.971093537,234544.044945151,234318.065183138,234239.355297213,234237.24811792,234312.638599124,234312.609622924,234312.113893015,234318.818594825,234318.873754682,234317.637844474,233969.092714435
"78",235182.031774101,235106.539977521,235362.524286743,235354.913774051,235358.852108989,235363.8026216,235363.954658221,235364.138903305,235362.212019335,235362.257966634,235362.458604306,235320.289959946
"79",234644.596470464,231726.560008385,235536.610104657,235413.701989738,235477.755024026,235533.966145536,235535.140815958,235534.443303406,235537.141570828,235536.649172759,235536.723460534,235520.891771614
"80",234592.145266811,233913.396202542,235142.804541932,235020.056431833,235033.325217902,235132.28188297,235132.922441001,235130.798420985,235144.007446114,235144.172571503,235140.385727383,234763.174548001
"81",235167.348805288,237126.119085071,235314.119744504,235323.515243081,235306.573607261,235310.279205068,235309.148294782,235310.051875618,235314.450902293,235314.077874659,235313.343328235,234906.370257925
"82",234889.423689202,233899.518725067,235911.533200894,235859.75755133,235879.12222017,235914.014804529,235915.17610427,235913.597096315,235911.889521593,235912.14903365,235911.558470398,236106.510446968
"83",234533.384358594,232242.349250066,234368.244898911,234268.326903902,234319.746272997,234366.469297585,234369.006163512,234363.041249032,234371.687752643,234371.983006948,234368.233100164,233929.846076295
"84",234399.582842323,237285.091233373,235375.689157518,235483.093124529,235463.462843754,235373.852730975,235373.066766377,235374.501061966,235375.155110011,235375.200705107,235376.119462132,235046.200784863
"85",234620.489233491,237345.344633919,235436.190560696,235286.192552866,235280.870566246,235430.316134571,235430.022202695,235432.51187215,235433.775032822,235434.264339898,235435.999083382,235156.390587264
"86",234505.421855166,235434.605875943,235269.036399569,235246.702452146,235243.48613777,235270.181362346,235270.081899666,235270.472874997,235268.724289952,235268.689382413,235269.04732034,234958.148275204
"87",235106.905865445,231402.790161285,235496.204076875,235479.210203495,235485.002946113,235492.243921179,235494.347961375,235493.294384232,235495.151458844,235495.825591954,235495.662597809,235355.945487534
"88",235253.038817993,232756.074668846,235530.202341855,235413.454583769,235454.782557733,235523.932856345,235527.148395537,235524.117021227,235529.961609588,235531.87035601,235530.389732323,234717.190987169
"89",234369.135961365,233908.482961836,235987.056612843,235829.321657426,235867.416936666,235972.760978415,235973.855197204,235973.187682367,235986.47215454,235986.801535446,235986.992056074,235117.646828673
"90",235041.267226711,232421.464236672,234642.74853888,234646.208119266,234691.232465183,234645.280940185,234646.483574639,234645.62225531,234642.255257316,234642.647191017,234642.304263528,234723.515867403
"91",235222.162587887,231237.099606031,236558.293595743,236431.436705916,236511.819689653,236550.188707383,236552.362133111,236549.340308188,236559.361088465,236559.363270471,236558.29455232,236114.543186488
"92",235347.22284099,234463.047493562,236172.729431715,236134.352465445,236158.743185412,236168.9747682,236171.760456268,236170.270210342,236170.744514618,236172.668396935,236172.959679231,235941.504359937
"93",234699.357598568,234307.041204381,235270.44960628,235310.745792285,235323.997488073,235275.077674012,235276.19036519,235270.705710862,235275.055415356,235275.792863674,235270.521581578,234940.124841678
"94",234568.643007384,236142.320482699,234515.511024991,234536.733496145,234526.643985326,234511.534233673,234510.72771302,234511.815349141,234515.20990041,234515.002672436,234515.629320589,234395.795231084
"95",234519.178037723,231977.399463823,235511.547530713,235363.513195609,235357.098775031,235507.90130711,235510.005323165,235506.599173905,235513.438183415,235514.236440671,235511.713428666,234894.985987431
"96",235207.741556376,235093.60483359,235206.026274766,235207.223892501,235208.995523564,235204.705357959,235204.775416977,235206.340068553,235204.325749817,235204.366483682,235206.116186129,235067.41356776
"97",235095.144900309,236296.869821912,236344.113231186,236328.181906467,236328.46896101,236340.255287058,236340.270926172,236340.661733545,236343.613510808,236343.613230794,236344.492853528,235975.032381996
"98",234790.990453346,233252.8786915,234695.918065351,234617.081897089,234648.72475622,234692.198832939,234693.226356869,234694.133159882,234693.979238309,234693.510141179,234695.222212618,234750.702831253
"99",234999.63185237,233829.136494301,234722.126032655,234628.439112968,234634.305050259,234723.093333281,234723.607039369,234722.323276579,234722.923025618,234723.009624863,234721.799458168,234575.248001057
"100",235758.317389459,235250.103441737,236577.317017641,236691.607875417,236710.359488579,236575.508631762,236576.50642809,236576.415178709,236576.359750101,236576.699488972,236577.317573569,236572.161138883
