"","TruePara","HT","GREG","Ridge","Lasso","SCAD","Ridge_MC","Lasso_MC","SCAD_MC","Lasso_Ridge","SCAD_Ridge","Oracle"
"27",235104.294349191,235737.280833157,237873.881883493,236378.249734914,237155.996563009,237929.188872092,236519.512911519,237182.401630755,237929.486528298,237152.485250316,237640.287359944,236731.964669325
"28",234466.56308478,225927.002964765,234666.898243565,231298.040499625,234221.935097979,234580.179544943,232672.693337346,234384.030038606,234579.485116872,234221.907812834,234425.807541505,234496.044786634
"29",235374.852516683,236868.741936932,236621.268618278,235848.172376744,236165.730685737,236622.052600239,235618.849112061,236153.361547522,236622.000115539,236165.900363428,236386.197973836,235879.289001776
"30",234764.597919147,236250.502888544,236511.311637721,236059.401108722,236306.271446151,236331.268191315,236051.267017179,236307.440701296,236331.264580067,236306.027376267,236371.41725682,235864.249872301
"31",235200.911986005,238696.810617672,236034.209356931,234860.624136404,235690.413759901,236003.554495754,234092.838666651,235639.982189995,236001.455178807,235692.818174308,235836.097594052,235260.38815569
"32",235149.948036871,230701.094840772,236714.204664736,234328.63602315,236364.415148205,236599.965167442,235194.067351114,236487.829831593,236600.658100929,236363.978747438,236537.610546835,235970.289852009
"33",234558.311882949,238641.533298431,235756.046315521,234914.695563611,235375.843884586,235859.845939855,234065.122033665,235314.926820312,235859.281814833,235375.404050007,235612.916339813,235270.160159909
"34",234798.629330307,233298.803478174,234818.53113231,232277.923536107,234211.047370508,235001.695592214,232081.97097467,234227.771341248,235001.574727998,234212.326334209,234656.028909969,234901.322976332
"35",235712.791590665,230654.012221548,236215.361106812,231254.003245257,235301.083972316,236115.257059644,231302.673606729,235416.738951664,236115.077967702,235301.331782496,235782.780101574,235511.935295824
"36",234792.37866629,236730.348087613,235510.122012774,235984.438580038,236055.077709626,235523.301734017,235765.044958785,236037.613499266,235522.987366497,236053.258122049,235764.336746548,236492.046688928
"37",234807.199112766,235454.959157639,235148.051963887,236276.593873584,235003.228928544,235131.834919404,236511.62264319,234995.832278147,235131.750788748,234999.22898647,235073.670812302,235139.862941248
"38",235066.459819676,229315.911883624,235229.463058073,234118.140205921,234914.952444901,235267.999015956,235545.100528507,235012.087014853,235268.255965017,234912.455016964,235090.334707084,235126.193120694
"39",235564.522250635,235854.698835077,236314.844442426,234464.184043731,235921.564811835,236418.212833267,234270.761693746,235923.046981302,236418.320185169,235916.594790812,235998.696069421,235838.010671036
"40",234842.93479943,237683.04736736,236153.634865835,237116.750684489,235331.416967313,236158.314342598,237002.071988382,235294.521149317,236158.245369549,235331.368130622,235634.425867587,234709.194291101
"41",235137.205035281,240986.052126514,236782.112213087,242304.914143376,236961.427206604,236654.828690805,242366.000894741,236847.535271358,236655.869699947,236964.064045461,236736.89134712,237133.224762021
"42",234680.467905931,226989.573624673,236045.47030698,230267.398996966,235769.380322613,236066.395367415,230935.331372199,235965.178907206,236067.334563324,235766.840932863,236105.720170083,235494.779117928
"43",234780.242420583,233928.589593085,235357.781632723,233742.670688198,235186.964865759,235281.414872075,233703.714493147,235219.207758931,235281.405550512,235183.573005553,235349.479912909,234974.61735583
"44",235541.214128371,229933.744318068,234742.567717236,234890.013985416,234855.526345174,234728.123149179,236071.265575128,234965.306496768,234726.131952608,234859.128151247,234914.093561232,235094.940579628
"45",235440.387946533,231336.973844472,235909.548384041,231915.273314373,235397.327930662,235974.868695582,232092.446800371,235469.185260942,235974.567692949,235397.109102828,235614.125030455,234789.977365135
"46",235652.494340583,241765.359044155,236129.847955225,237278.062934803,235895.321828405,236141.516635354,235815.305925811,235802.808905591,236141.278882736,235894.673568747,235972.905700644,235578.68638006
"47",234458.167890415,234039.887779274,236694.434976764,235609.535324535,236192.100655834,236770.371257519,236198.066373705,236262.355440342,236771.059758238,236196.687039219,236522.709617653,235340.702321369
"48",234322.597408292,225902.384376371,236868.451737039,231895.09076811,236253.111294228,236975.898078281,233489.438779675,236477.224009295,236977.79182439,236253.941409427,236596.254686439,235946.593661734
"49",234873.912926133,226602.835113091,235486.282771639,231615.834393806,234821.905366462,235478.954925183,232990.030285599,234961.268221365,235482.96797168,234823.250183765,235094.205661763,234501.198478083
"50",235194.148015581,230126.933119949,235413.835215566,232447.070645265,234739.65879328,235671.107573984,233151.359210009,234819.68349476,235671.882256963,234739.48308143,235287.442626174,235137.271700918
"51",235417.796984611,232384.550122114,236173.594351945,235724.252518815,236156.03338737,236172.008803683,236527.372972213,236228.85708458,236171.107948304,236155.000439208,236040.58591996,235931.200831075
"52",235779.026148136,236567.105751673,235954.283950246,236581.262528512,235614.523684454,235963.635042141,236584.565385416,235594.859859246,235963.689986661,235616.942647875,235755.095081011,235510.893691419
"53",234914.630988938,236471.070827721,237039.918245484,236626.959612242,236727.178019872,237132.959908546,236665.873004752,236732.034961177,237129.120173168,236728.652203572,236870.543728112,235603.287868038
"54",235436.422666186,245514.965643114,238031.076151279,240942.959897258,237545.428907955,237888.902242232,240281.798866605,237380.281003737,237886.966051848,237547.907414056,237762.656577488,236645.18306858
"55",235521.693193662,237780.262197155,237565.633998402,236840.809366654,237203.585958865,237636.981432821,236703.056482098,237192.753419293,237637.084555228,237203.617022496,237466.082919393,236614.834328419
"56",234744.380265677,231117.07902813,235054.649112151,234001.146916095,234777.038472642,234973.597382192,234801.528376999,234827.425984752,234973.071834621,234776.203931689,234771.143450738,234622.661665273
"57",234791.04690177,230936.780165169,235183.89310568,233631.512478006,234625.614068319,235036.209902547,234025.41872607,234715.980101609,235036.264322405,234624.709358861,234801.530409309,233754.032879724
"58",233935.851952692,230494.681297051,233765.129844421,232977.790963396,233922.526677618,233765.291938677,233505.785152108,233991.178663935,233766.56781642,233924.097650575,233840.068717705,233716.571332694
"59",234948.645415299,242359.849849524,236345.482046127,237801.777347517,236329.617628582,236416.285520717,235660.405119496,236235.397200397,236430.54193986,236324.741567661,236158.362239661,235366.299194894
"60",234774.860514617,233861.046949273,235777.245666685,237145.195535507,235691.115849734,235643.330919375,237535.664856132,235732.175503465,235643.558593114,235691.436299259,235809.258618496,235531.280874905
"61",233925.187429099,232657.584454584,235260.944163644,233346.276209645,235224.967617565,235323.239244086,233552.765687277,235267.095556011,235323.08274062,235224.576440881,235255.657836727,234915.904443842
"62",235659.115320397,241472.416572926,235416.385507051,239350.003799505,235202.829546455,235465.937158046,238921.133583175,235053.38334474,235430.090456022,235200.982909696,235158.261203759,235209.500714255
"63",234337.991182911,236314.890146116,233523.432221972,232838.022704157,233465.393125056,233445.37094668,231960.667664233,233416.401746746,233444.18437028,233466.008680933,233492.068070716,233663.848944583
"64",235117.00942694,232915.190409815,236750.576174186,232702.488405086,236369.966588073,236737.794236631,232670.75918416,236473.169655758,236738.337554584,236369.38490713,236590.221257155,236131.353746652
"65",234930.879414465,232331.886200127,236754.076009566,233495.697099253,236294.776350114,236775.449006846,233722.404340259,236369.327855171,236776.283818521,236292.918251735,236486.765329273,235705.731588881
"66",235348.633734634,236957.604518822,235774.962176576,235887.85931969,235702.667882589,235741.787736747,235649.038061022,235682.200730178,235741.77873207,235700.854732564,235845.634769371,235453.246433033
"67",235028.670291183,235521.937919323,236433.496859917,234197.396649597,235854.795720403,236240.024747843,233844.583792856,235862.347781549,236240.139042551,235854.506459406,236027.771531765,235433.039162389
"68",234446.234498203,229989.145226961,235767.755773942,233612.537155242,235647.707283254,235944.625308044,234970.972527615,235725.444556389,235943.427257922,235646.800718253,235958.20549464,235219.508104919
"69",234593.981762184,229986.020793597,235219.704237408,231552.729982426,234557.300972912,235246.544250998,231874.41685414,234664.210570566,235247.50809227,234557.770991523,234963.868022018,234629.908251768
"70",234889.040903493,232033.111815643,236888.651537719,233209.058270591,236271.453021068,236731.964106288,233563.558685338,236344.14839221,236731.291443926,236270.969325748,236483.055224585,235733.869768774
"71",234816.375639625,233462.551761703,234768.564203412,235526.801668639,234925.028909787,235036.244371168,235943.347376202,234954.28549119,235036.667358085,234925.644227481,235015.513865941,234692.392827971
