"","TruePara","HT","GREG","Ridge","Ridge_MC","Lasso","Lasso_MC","Lasso_Ridge","SCAD","SCAD_MC","SCAD_Ridge","Oracle"
"1",235062.535253937,231155.381237271,233821.620708411,233839.054789229,233917.608249443,233831.012822937,233834.557805768,233827.442128847,233825.713926265,233826.774780894,233821.810413601,234084.631155925
"2",235710.263510246,238099.524026597,236054.083808794,236021.735130022,235999.269532813,236052.158246486,236050.81743739,236051.574477392,236054.623646708,236054.205714538,236053.861505235,235998.31591601
"3",235478.638235642,237782.962622825,236062.473242255,236056.610434776,236023.199664898,236056.076920441,236054.782602002,236055.288628166,236063.265752948,236062.87575498,236062.43264312,235520.13948109
"4",235418.156445723,236939.893244448,236234.084536128,236343.357674461,236333.342461156,236230.180292836,236229.473345764,236237.359899833,236226.865236324,236226.50439922,236234.626177493,236520.627721279
"5",235195.298930595,233604.44915707,234083.4874837,234130.734881508,234138.139942743,234083.897240129,234084.089177333,234083.277642337,234084.102715681,234084.098026409,234083.374259304,233961.549792907
"6",235222.133888682,234662.617348048,233932.169565263,233963.542512647,233955.456415471,233935.004272109,233934.7678954,233934.893299699,233932.319608093,233932.373680154,233932.61039004,234128.912524329
"7",234594.045357644,233890.655301073,232395.309706128,232533.40592715,232507.16137592,232402.846738511,232402.121297449,232401.137355045,232397.151370374,232397.06397867,232395.452309588,232780.149555045
"8",234915.681409086,240620.725865247,236401.771861553,236411.061962384,236374.049772537,236399.910579015,236397.362325483,236397.407642953,236404.311247397,236403.444097294,236401.869419934,235779.275190981
"9",235466.539361619,235584.307295839,235436.099026492,235378.44447549,235373.428542322,235437.108547684,235436.976856715,235438.26422703,235435.98653025,235435.958468323,235436.860315169,235938.625947135
"10",234921.870000985,231950.968528926,233601.740827982,233468.128263047,233478.174165593,233596.730693426,233597.332719979,233596.701160127,233601.755784613,233601.55640826,233601.975135982,233725.126195103
"11",235499.999242551,232229.121623124,235367.01064198,235365.743346385,235417.712294193,235369.233095826,235370.23594369,235366.353534044,235369.85120707,235369.437161183,235367.108988846,235591.694424466
"12",234998.851184102,235109.521541085,235007.024167458,235024.373896024,235023.053973629,235003.707063353,235003.621328889,235004.135271759,235006.570870901,235006.542679663,235007.018306222,235262.147829865
"13",235202.304382543,228422.208191411,235255.571369908,235077.591445947,235153.118524688,235257.638566786,235259.883632473,235256.072499696,235257.115534931,235256.423138079,235255.350922124,235375.328376983
"14",234744.298542774,240819.934281059,236435.865774388,236581.936602549,236503.805136276,236442.999346879,236437.020653995,236442.290374784,236436.223506689,236432.227881278,236435.14192266,236978.839173574
"15",236002.9133473,236441.198697245,235476.126414492,235575.453458608,235574.215978302,235476.359326176,235476.181123475,235474.340733376,235477.902361852,235478.042403135,235476.004998362,235204.203974424
"16",234608.187168656,236091.872274056,234522.094522827,234508.860224479,234482.93887351,234516.437780122,234515.809582205,234515.718577649,234522.80019771,234522.818433304,234522.293467894,234567.024524919
"17",234825.220061284,237341.329215305,234560.571534422,234727.956457414,234702.416133273,234560.096329049,234560.32797007,234563.564625693,234557.148854674,234558.367952587,234561.107688205,234563.822261097
