"","TruePara","HT","GREG","Ridge","Ridge_MC","Lasso","Lasso_MC","Lasso_Ridge","SCAD","SCAD_MC","SCAD_Ridge","Oracle"
"18",234821.317983363,237153.048861892,235136.288875313,235076.007293926,235031.967016607,235141.791273679,235140.771190061,235137.104578397,235141.468853478,235141.270939004,235136.414462478,235212.806320484
"19",235354.305112011,238416.392229084,236259.144538678,236172.249494306,236162.420339189,236254.084026402,236252.774925318,236252.845303992,236260.406173392,236260.072417021,236259.817613606,236324.853970389
"20",234827.06251497,234254.935658592,235031.731199826,234972.057462387,234982.941931679,235029.984949095,235030.511187907,235030.819411026,235031.015927841,235031.203978313,235030.027066368,235155.072434768
"21",234986.022184006,236690.951454627,234094.245067927,234229.306750131,234199.499778614,234094.689005255,234095.112033544,234098.699386508,234090.429602482,234091.632022545,234093.865761267,234554.811482694
"22",234663.15980853,231297.49578242,234333.347115731,234341.416219015,234348.316248814,234332.007250608,234333.532267838,234330.863586165,234332.859260641,234332.395154327,234333.348443553,234192.810978676
"23",235371.53001947,234228.676189474,235160.961494073,235234.099490418,235245.59922686,235157.612248898,235158.180451756,235160.065521479,235158.397433593,235158.605995333,235160.958486608,235165.181361343
"24",234981.143373924,237509.896532424,234911.167762303,234997.849072465,234963.825564961,234910.813177161,234910.132845535,234910.43092038,234911.587713807,234911.90794114,234911.261549361,234622.849018048
"25",235565.358257136,233083.98057416,235331.565153593,235322.425943045,235369.81596805,235331.673657375,235332.840861705,235331.407666611,235330.95290968,235332.771813919,235332.032302409,235264.849297924
"26",235412.084267168,234398.230746102,236708.65583626,236677.067639843,236709.441102211,236706.811482024,236707.48589237,236706.566777272,236708.874659053,236708.68935721,236709.27487452,236643.721011441
"27",235104.294349191,235805.864649948,236406.05723039,236380.018623062,236387.160958569,236406.635259164,236406.790546346,236406.480528064,236406.22808415,236406.14952845,236406.294352707,236414.4890325
"28",234466.56308478,239728.619625996,235010.656584921,235017.851604579,234984.230094919,235010.61693124,235009.365371422,235013.961839071,235007.261423079,235007.943160727,235012.005246114,234696.955980505
"29",235374.852516683,234078.491364035,235161.440331077,235191.962895666,235223.44363951,235150.965718824,235152.176913063,235150.765434623,235161.629517591,235161.610481345,235161.438793692,234730.851129942
"30",234764.597919147,234670.342275971,233236.125645918,233398.859584348,233367.057564569,233236.835150805,233234.968134227,233239.622435817,233233.263132068,233232.925531633,233236.628527039,233605.279647125
"31",235200.911986005,236138.102490669,236345.854534644,236403.049671184,236405.155143557,236342.677528083,236342.829170569,236341.708956196,236347.044565161,236347.113063319,236346.053048258,236135.429862557
"32",235149.948036871,237240.332553035,236262.212125538,236216.15519531,236208.741602265,236252.668217565,236252.112376555,236251.922298985,236263.073934096,236263.01412584,236262.385096675,235562.422064352
"33",234558.311882949,237004.928561968,234178.561192655,234268.865750822,234214.240706655,234177.250812334,234173.071366596,234178.142894894,234177.170700495,234174.551944082,234178.814472003,233879.281949369
"34",234798.629330307,228584.287301541,234406.625084889,234435.655571587,234469.745670485,234397.79672404,234400.306095912,234399.883658921,234404.775723102,234405.318829419,234406.293912411,234572.333958337
"35",235712.791590665,239861.967277462,235482.25507486,235453.830238578,235438.99129843,235476.232261013,235473.639974544,235474.906165393,235483.595596819,235482.90472821,235481.957694942,235067.353572044
"36",234792.37866629,232782.167390446,234471.224871093,234507.374687856,234515.913450679,234477.389147308,234477.030469406,234473.794545625,234475.157963051,234474.084822977,234472.123944859,234666.987542469
"37",234807.199112766,232596.376441245,235222.102886861,235118.440591708,235139.425884122,235219.958767146,235220.995319754,235219.900299949,235221.953754698,235222.080704701,235221.767836813,234965.073396515
"38",235066.459819676,236704.469452911,235775.56623233,235792.049180854,235786.105632176,235765.871693769,235765.727282555,235765.66731294,235775.696883473,235775.886667944,235775.473053985,235659.630456306
"39",235564.522250635,238476.656667065,236762.095640012,236821.912831863,236779.170770953,236770.970795013,236769.149997695,236768.902077697,236764.255575878,236764.39610529,236762.134862256,236731.221501613
"40",234842.93479943,237250.659006463,236273.042719136,236195.092671344,236180.236031506,236273.350164608,236273.026620409,236274.392993432,236272.03153085,236272.03724042,236273.088632928,236622.799782453
"41",235137.205035281,241773.312020141,236003.00941542,236198.705993161,236096.17370404,236003.029851699,236001.075878949,236004.015290441,236001.958181692,236002.183977881,236003.035897094,235649.081816565
"42",234680.467905931,233354.174767666,237164.723164785,237210.884865847,237237.527564906,237157.545961305,237159.209878274,237158.937602457,237163.333962648,237163.534375459,237164.129326993,236541.379044916
"43",234780.242420583,234785.285818186,235232.21383836,235280.209645033,235283.431737201,235231.879308022,235232.093814293,235232.126431428,235231.938335507,235232.012558489,235232.033964243,235353.981200297
"44",235541.214128371,231956.558870906,234602.522412293,234568.156364158,234604.902217471,234603.929447318,234605.300911978,234603.233462795,234602.875744514,234603.136432004,234603.766726131,234234.904991787
"45",235440.387946533,234399.519386987,235048.822588091,235024.335870411,235030.84233763,235052.572081252,235052.847479042,235051.277026153,235050.036082912,235050.018827931,235048.97953103,235238.823710634
"46",235652.494340583,236049.881848864,236706.981000196,236687.860198857,236695.101041265,236704.643898598,236705.03706211,236704.887039467,236706.681913723,236706.821785253,236707.210813097,236640.476594083
"47",234458.167890415,237289.670368687,235556.781325521,235624.731892641,235595.285964659,235557.539498708,235557.810262711,235557.209634681,235557.180847613,235557.957369752,235555.957653538,235719.330074559
"48",234322.597408292,234918.101875371,234209.569302925,234143.163569981,234126.620494721,234206.657986558,234206.196084654,234205.271118126,234211.007923049,234210.867282797,234209.470680303,234035.651806362
"49",234873.912926133,238201.65222818,235831.851371492,235794.650476213,235768.743634699,235833.584749598,235832.2056619,235833.206591693,235832.1742083,235831.70433303,235831.455511871,235660.409937486
"50",235194.148015581,234537.901799367,237255.27130159,237271.346906809,237333.104229465,237249.177766602,237253.922032269,237253.537185574,237250.951913932,237253.04814322,237255.254796193,236256.77709461
"51",235417.796984611,235296.048871153,234594.457876343,234595.044383546,234587.183677013,234596.109617588,234595.718997426,234596.1002128,234594.472383156,234594.367647486,234594.401095503,234498.206441596
"52",235779.026148136,238476.590547846,234385.005050398,234607.913662283,234579.941347038,234391.976050665,234389.885658633,234390.680959413,234386.34021471,234385.877600613,234384.814821527,234481.855745899
"53",234914.630988938,237021.717377612,236418.769307666,236489.564450701,236483.097529067,236419.605624181,236419.495563702,236420.774417115,236419.276357469,236419.276504888,236419.99777312,236249.358891402
"54",235436.422666186,230086.28752083,235936.32226089,235852.905086378,235974.451893403,235937.237460945,235938.465975607,235937.411403991,235936.585882131,235935.64600434,235937.044387285,236543.648594461
"55",235521.693193662,237240.909787903,236383.526868232,236368.194814481,236363.198787533,236389.711460451,236388.994668842,236385.188170456,236388.00698434,236387.651645949,236383.537543545,236544.297863648
"56",234744.380265677,237424.208579086,233403.028414418,233380.18077478,233313.172604491,233400.614375567,233399.631606163,233401.458241615,233402.145283854,233402.651448168,233403.13846495,233184.403568141
"57",234791.04690177,235128.109399757,234086.037688886,234069.52470351,234053.043849947,234085.461007601,234084.879802938,234084.064295099,234087.022554275,234086.848830859,234084.68659397,234239.925255256
"58",233935.851952692,233339.538634964,233779.503879722,233792.49657253,233800.671047488,233776.603248572,233776.85819641,233777.232298425,233778.79972395,233778.873877899,233779.921394058,233718.305777087
"59",234948.645415299,232819.315972907,234173.467321372,234129.954560566,234161.933671968,234174.121195352,234175.738111836,234174.57257763,234172.978942709,234173.104961436,234174.362901313,234233.761250921
"60",234774.860514617,235951.143449341,234151.74058571,234154.000799758,234112.583031468,234151.279895925,234149.73310583,234150.777450354,234153.117623144,234152.621651014,234151.168191467,233896.266042364
"61",233925.187429099,230229.053989219,234021.486392835,233934.525602913,234009.313099276,234017.441786485,234021.625677317,234019.624088295,234019.267054492,234021.642087478,234021.464206504,234091.680142167
"62",235659.115320397,233441.754297142,236074.274281175,235914.727509545,235938.926797084,236070.470066255,236073.073909547,236070.193812418,236076.729133758,236077.785010213,236074.279046898,236026.191621199
"63",234337.991182911,235733.318258226,234493.997584296,234483.596078519,234463.50314808,234496.770761401,234496.291721926,234496.397137355,234494.40285307,234494.171361803,234495.313009203,234622.285339015
"64",235117.00942694,237446.928183523,235749.884692771,235823.305433908,235800.586227805,235747.360666053,235746.624502741,235747.602909403,235749.646001679,235749.624899171,235750.781147924,235655.446532612
"65",234930.879414465,234811.353645418,233821.459831704,233696.091562407,233673.055948084,233816.922327775,233816.406187211,233816.504252301,233821.984713919,233821.91925958,233821.466011141,233694.355395916
"66",235348.633734634,235872.867884161,234460.233900949,234474.575307023,234455.667419606,234460.135156181,234458.918551992,234456.051664856,234464.332492417,234463.651578942,234460.237307073,234492.733944398
"67",235028.670291183,232352.436829999,234476.866300758,234308.928231222,234318.200830781,234470.641170907,234471.382560949,234469.859359415,234477.811194662,234477.472416,234475.716535047,234237.466848895
"68",234446.234498203,234530.569389623,234035.277396182,233986.691453365,233981.156551877,234030.578938461,234030.255171101,234030.505229634,234035.429420581,234035.29173377,234035.087181371,233909.115643912
"69",234593.981762184,234743.892124756,235044.203174727,235142.834065459,235148.965908547,235046.872017657,235047.200674934,235045.151797549,235046.177765338,235046.376812737,235044.552815064,234904.753273622
"70",234889.040903493,235637.928683873,236221.633173121,236243.777913625,236249.901535456,236227.145636676,236227.24600688,236226.440644039,236221.670187529,236221.539533879,236222.457782384,236223.475986691
"71",234816.375639625,236369.185169534,234729.072273035,234814.009992146,234787.223461498,234726.489949696,234724.9461947,234726.723890529,234728.730506553,234727.826615247,234728.821494416,234612.239705154
"72",234831.838132706,233068.291612315,235669.263739632,235707.21068028,235749.334832705,235668.62024642,235669.528955603,235668.278587756,235669.959322493,235669.758740993,235670.100755382,235206.946064853
"73",234640.742406889,229046.552392696,235541.898781912,235446.097410193,235567.230386533,235537.636823008,235541.661701224,235538.97663988,235540.497442554,235541.651069289,235541.900537228,235713.092686223
"74",234532.640608708,227727.670538318,233687.519465123,233553.474880975,233635.099539811,233682.551847326,233682.816782695,233684.466771412,233685.490153275,233683.710794087,233687.59729613,233544.883868495
"75",235215.384177229,235590.877603962,236300.158865782,236297.953035103,236318.146774096,236290.285144355,236290.826528951,236291.842660074,236298.554432792,236298.335657612,236300.155466511,236304.448846948
"76",235074.28283574,240249.265457233,235343.180406244,235447.723049804,235378.889817561,235340.561035163,235338.784476777,235340.704540857,235342.938332029,235343.113359719,235342.936660846,234943.253803144
"77",234370.971093537,236579.246178452,234681.333414671,234723.317338203,234702.524850241,234681.16080093,234679.88779206,234680.679237847,234682.811613494,234682.33292742,234682.725945298,234637.575034334
"78",235182.031774101,237695.948817297,235010.502863725,235128.006299156,235101.112169219,235007.618904351,235005.859539953,235007.963539133,235010.022277202,235009.404697914,235009.80351226,234924.19261459
"79",234644.596470464,236789.352618468,234898.326384418,234876.232705534,234875.444532745,234902.251036079,234901.542050669,234900.868776998,234899.707442951,234899.777266174,234898.466769469,234927.222924396
"80",234592.145266811,232214.243273272,235372.291936438,235418.967206442,235445.44598431,235373.757890965,235375.034966321,235374.07785456,235371.963482754,235371.72572622,235372.638948931,235480.879058434
"81",235167.348805288,237545.853700348,235856.735172937,235912.123477357,235889.922156282,235862.268555861,235861.894037169,235863.555725901,235855.421347795,235855.730146919,235857.470910736,236244.746977759
"82",234889.423689202,235366.418829054,233842.502532666,233767.791589595,233758.211000547,233842.499082987,233841.971374346,233841.78272404,233842.46936964,233841.645285137,233842.793451399,234015.041727412
"83",234533.384358594,234485.469786,234322.902625557,234353.32091062,234350.834166647,234329.361075517,234329.272387294,234328.617659228,234323.600032362,234323.572694361,234323.725050282,234692.255186502
"84",234399.582842323,236836.271463307,234657.640733322,234647.776308597,234627.195030984,234656.970666737,234655.492354687,234654.883289359,234659.744759743,234659.274222877,234657.552385243,234484.323626958
"85",234620.489233491,240667.629275888,234769.169624792,235043.886435815,235008.924553742,234771.170695162,234772.410693887,234775.844100347,234764.61003128,234768.114966846,234769.558078378,234599.59457478
"86",234505.421855166,238211.976948459,233983.713722755,234045.662604556,233965.264654607,233980.756280013,233979.068390376,233980.660574673,233990.980025407,233988.216451213,233983.740132052,233669.482762452
"87",235106.905865445,232425.249695015,233980.582115509,234036.904532292,234052.981492555,233984.361968145,233984.825006295,233983.830577049,233981.118699203,233980.968150139,233980.580772591,234452.12371525
"88",235253.038817993,234803.820470248,235645.402230077,235676.691663194,235690.044364493,235646.443893299,235646.84589053,235645.723480854,235645.413039801,235646.100015502,235646.309453402,235615.498016425
"89",234369.135961365,234943.98252268,234394.15633295,234441.400962691,234438.438386906,234397.051394454,234396.570916184,234396.060741176,234395.047380995,234394.785143977,234394.152497961,234306.379463213
"90",235041.267226711,233255.693381372,235741.502837514,235682.547873935,235730.087986641,235735.767595219,235737.281284478,235737.080154414,235740.104126626,235740.601130029,235741.354361597,235525.592217923
"91",235222.162587887,237357.569121188,233583.82259204,233723.968297954,233684.106281737,233588.356031373,233588.050501921,233590.282539604,233582.675197317,233583.038718934,233583.911772555,234066.907168562
"92",235347.22284099,232812.581655286,235492.469471507,235455.901660535,235491.59108277,235491.644440466,235492.069440135,235491.434864523,235492.835827589,235492.402349306,235492.90367677,235162.478388168
"93",234699.357598568,236948.435025461,236004.16933919,236021.781331701,236013.011848927,236001.634728261,236000.937049732,236002.282681896,236003.030852732,236002.815627154,236003.030654199,235761.99437301
"94",234568.643007384,237818.593075695,234669.744365814,234735.100427693,234680.594205074,234667.450791494,234666.908418315,234666.836783058,234670.519906437,234671.026391097,234669.213421765,234656.839744138
"95",234519.178037723,233130.71167288,233797.933879426,233907.435597539,233911.968200502,233795.965873084,233796.25970807,233795.294045533,233798.636445557,233798.655854944,233797.939425565,233719.363134278
"96",235207.741556376,228709.070988293,232884.934317201,232878.301189187,232902.287304388,232890.730075396,232892.746634967,232888.426678569,232887.285351336,232887.270163191,232884.942143078,233260.830817755
"97",235095.144900309,237248.243547624,235255.22217809,235189.748132464,235180.22083807,235253.543063471,235251.874791859,235251.854265367,235256.227815073,235255.658183653,235253.323839372,234452.257686705
"98",234790.990453346,232933.574537134,232702.935636614,232730.728396501,232727.321401314,232711.244648077,232711.042272615,232706.489065243,232707.167973292,232707.060902535,232703.579511499,233004.283680388
"99",234999.63185237,235717.863575324,234293.438638643,234362.003028983,234348.816464072,234296.882532923,234295.930137661,234294.282821165,234291.557700872,234291.701657022,234293.436176643,234504.259098671
"100",235758.317389459,240817.316038371,236714.122150616,236817.623666821,236769.49876111,236711.167715908,236709.903300421,236711.305364176,236713.835013619,236714.012562304,236713.28820634,236720.37392234
