"","TruePara","HT","GREG","Ridge","Ridge_MC","Lasso","Lasso_MC","Lasso_Ridge","SCAD","SCAD_MC","SCAD_Ridge","Oracle"
"85",234620.489233491,238373.909214114,235565.534964848,237208.008946149,236943.592543546,235494.054278582,235442.453162153,235494.556385871,235515.234095944,235515.88905724,235505.390918826,235210.535018524
"86",234505.421855166,232645.326293359,235764.994737621,233376.374078514,233590.247101176,235766.135596969,235820.065216794,235766.388215493,235955.507054483,235956.063441359,235973.955230127,235491.51059376
"87",235106.905865445,223883.064387005,237632.820283295,230227.608140513,232091.789650653,236457.607101446,236735.968947798,236461.302007352,237416.639814962,237418.798253553,237053.248224896,235550.76864036
"88",235253.038817993,240614.829718513,236843.500318186,240409.115681534,240378.524400469,236881.427492399,236800.199830938,236882.604167144,236529.878174774,236530.014631045,236563.376498504,236800.233055979
"89",234369.135961365,233182.80811473,235978.519435874,233630.526302369,233809.894172284,235735.709024501,235771.338517452,235735.21621699,235993.990197159,235994.140418576,235906.662734591,235441.769482134
"90",235041.267226711,233472.390765681,234845.381566602,236000.705592914,236887.406812026,234837.747397693,234872.05951148,234834.7899572,234983.685118693,234983.684627551,234869.614001765,234640.79227965
"91",235222.162587887,233422.24039848,236090.264429796,234880.7418892,235316.654535175,235450.761693554,235486.752241889,235456.125516754,236001.789640701,236002.011680707,235576.895034863,234868.625041299
"92",235347.22284099,236157.865678086,238164.664407448,237621.475762104,237848.827669987,237805.391941153,237836.482994588,237805.952271656,238255.416635395,238254.643603828,238089.39424254,236635.655481952
"93",234699.357598568,232051.659215471,235096.141993154,235560.858470265,236528.511526412,234820.837425498,234923.424472624,234814.931770881,234909.511257145,234909.383428126,234806.4950309,233904.751940965
"94",234568.643007384,228451.1399306,232932.410364611,233392.879739769,234731.47228492,233144.553354497,233242.961392152,233138.842028693,232894.983749601,232896.739068359,233086.080448198,233360.605147913
"95",234519.178037723,230109.468156162,235715.268428687,233419.757196306,234166.155680418,235182.289579308,235283.602769312,235181.547958695,235776.533574264,235774.282235556,235333.503962527,234646.285452851
"96",235207.741556376,238007.256183718,236252.829177857,237492.721064734,237406.19305315,236089.085588893,236050.446259042,236092.832585816,236406.090811671,236406.641800354,236176.253941019,235592.944731469
"97",235095.144900309,231850.22257119,236638.200967878,233148.426223668,233514.498308265,236121.382850704,236197.243296848,236121.883374934,236623.545036077,236623.526447479,236317.561438378,235566.169500473
"98",234790.990453346,234406.955258499,234372.070581438,234540.031620522,234581.408674411,234438.03151511,234438.600080879,234437.097183596,234234.36080584,234234.380886423,234170.94302095,234490.283804384
"99",234999.63185237,240356.860222766,236078.520470034,235056.471864057,234751.634955123,235797.717118804,235662.278713955,235797.947236519,236156.3699151,236158.179100968,236044.97002085,235193.016227736
"100",235758.317389459,239919.798122277,237286.758230371,237971.322596124,237574.484761544,236735.201763321,236673.155607077,236733.335660592,237216.650095076,237216.105108649,236851.863012626,236339.225686242
