NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
-1.0,0.0,1.0
-1.0,0.0,1.0
-0.5,0.0,0.25
NaN,NaN,NaN
-1.0,0.0,1.0
-1.0,0.0,1.0
-0.5,0.0,0.25
-1.0,0.0,1.0
-4.530880068342863e304,Inf,Inf
NaN,NaN,NaN
5.9854063193244436e259,Inf,Inf
-1.0,0.0,1.0
-0.0,0.0016,0.0016
0.0,0.0026,0.0026
-0.0,0.0105,0.0105
-0.02,0.0211,0.0214
